0,18,19,19,19,19,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,21,21,21,21,20,1,1,1,1,1,1,1,1,1,1,19,19,19,19,18,0
0,18,19,19,19,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,21,21,21,21,21,21,20,1,1,1,1,1,1,1,1,1,1,19,19,19,18,0
18,19,19,19,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,1,1,1,1,1,1,1,1,1,1,19,19,19,18
18,19,19,1,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,1,1,1,1,1,1,1,1,1,1,1,19,19,18
18,19,1,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,1,1,1,1,1,1,1,1,1,1,1,19,18
18,1,1,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,18,18,18,21,21,21,21,21,21,21,20,1,1,1,1,1,1,0,0,0,0,0,1,18
18,1,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,18,0,0,0,18,21,21,21,21,21,21,21,20,1,1,1,1,1,0,0,0,0,0,1,18
18,1,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,18,0,30,0,18,21,21,21,21,21,21,21,20,1,1,1,1,1,0,0,31,0,0,1,18
18,1,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,18,0,0,0,18,21,21,21,21,21,21,21,20,1,1,1,1,1,0,0,0,0,0,1,18
18,1,1,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,18,18,18,21,21,21,21,21,21,21,20,1,1,1,1,1,1,0,0,0,0,0,1,18
18,19,1,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,1,1,1,1,1,1,1,1,1,1,1,19,18
18,19,19,1,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,1,1,1,1,1,1,1,1,1,1,1,19,19,18
18,19,19,19,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,1,1,1,1,1,1,1,1,1,1,19,19,19,18
0,18,19,19,19,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,21,21,21,21,21,21,20,1,1,1,1,1,1,1,1,1,1,19,19,19,18,0
0,18,19,19,19,19,1,1,1,1,1,1,1,1,1,1,20,21,21,21,21,21,21,21,21,21,21,21,20,1,1,1,1,1,1,1,1,1,1,19,19,19,19,18,0
0,18,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,20,20,21,21,21,21,21,21,21,20,20,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,18,0
0,18,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,20,20,21,21,21,20,20,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,18,0
0,0,18,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,18,0,0
0,0,18,1,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,1,18,0,0
0,0,18,1,1,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,1,1,18,0,0
0,0,0,18,1,1,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,1,1,18,0,0,0
0,0,0,18,1,1,1,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,1,1,1,18,0,0,0
0,0,0,0,18,1,1,1,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,1,1,1,18,0,0,0,0
0,0,0,0,0,18,1,1,1,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,1,1,1,18,0,0,0,0,0
0,0,0,0,0,0,18,1,1,1,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,1,1,1,18,0,0,0,0,0,0
0,0,0,0,0,0,0,18,1,1,1,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,1,1,1,18,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,18,18,1,1,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,19,19,19,19,19,19,1,1,18,18,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,18,18,18,19,19,19,19,19,19,1,1,1,1,1,1,1,19,19,19,19,19,19,18,18,18,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,19,19,19,1,1,1,1,1,19,19,19,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
